gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000268485	3	4	4	2	4	5	7	11	11	6	2	6	4	0	3	2	8	1	0	0	1	3	0	1	1	4	2	0	1	1	1	0	2	8	2	29	26	2	12	14	1	2	1	3	13	26	12	15	12	22	17	1	5	1	2	9	6	4	5	6	7	1	5	1	2	4	4	16	2	1	5	2	2	3	3	25	2	1	4	3	2	4	2	0	1	1	4	1	1	6	1	6	6	2	1	0	3	5
ENSG00000268488	16	13	7	8	4	10	5	8	5	12	6	10	16	5	8	10	21	8	8	5	9	5	6	12	7	7	5	11	9	9	8	4	5	9	7	16	20	8	9	14	8	9	19	5	12	9	13	10	12	13	7	11	6	9	15	10	11	10	10	6	9	11	8	7	10	12	14	10	13	4	17	6	9	6	12	20	16	10	12	9	9	8	6	10	8	8	5	5	10	10	7	8	13	8	7	8	5	12
ENSG00000268500	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	0	0	1	0	0	0	0	3	1	2	1	2	3	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	2	0	0	0	1	0	0	0	2	7	0	2	0	1	13	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0
ENSG00000268503	7	7	3	8	4	4	6	6	3	6	3	4	6	2	3	6	10	4	4	4	4	2	3	5	4	3	3	3	3	4	4	3	4	5	3	12	11	5	8	12	2	2	4	9	7	5	8	10	7	11	7	6	5	4	4	6	11	8	4	5	7	4	3	6	5	8	7	12	7	1	10	5	4	4	13	16	3	5	8	3	6	3	4	6	5	6	6	7	2	5	3	4	8	5	3	3	3	5
ENSG00000268509	6	6	8	9	1	8	7	6	7	9	7	7	10	5	4	3	5	6	14	13	13	12	7	7	9	16	7	12	12	12	8	10	4	5	16	17	7	16	3	17	12	10	5	9	9	7	5	5	3	6	4	12	5	10	13	5	5	4	3	7	10	12	3	8	8	8	16	1	8	5	12	13	13	2	4	7	21	7	25	3	28	12	2	28	19	5	9	7	3	6	6	5	24	8	4	8	6	10
ENSG00000268519	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268531	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268533	3	1	1	4	2	8	1	2	1	3	2	2	6	2	3	1	3	3	2	3	3	2	3	3	2	2	2	3	2	2	2	2	4	3	4	3	6	3	3	3	3	2	5	3	3	4	4	3	3	4	4	3	3	2	4	2	3	3	4	3	3	1	4	3	3	3	3	4	3	2	4	2	2	2	6	10	4	2	4	3	5	2	3	6	3	2	7	2	3	2	2	4	2	2	2	3	4	3
ENSG00000268537	2	3	9	0	0	1	2	5	6	1	1	1	1	0	0	2	5	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	10	0	11	15	2	10	8	0	2	4	27	12	22	12	24	16	28	15	19	9	0	3	12	7	6	0	2	4	8	9	0	2	15	20	15	1	9	4	4	5	4	9	39	7	4	4	7	3	16	2	0	1	4	0	0	4	9	2	0	0	0	0	0	0	1
ENSG00000268538	8	5	6	5	4	12	2	6	5	6	4	3	13	3	5	9	19	8	4	4	4	5	10	14	3	9	5	11	2	6	3	7	6	5	3	35	33	19	11	15	10	5	5	19	21	24	27	26	22	31	22	3	5	5	13	5	7	7	5	4	4	2	9	8	9	7	11	8	4	6	9	7	8	4	6	17	9	4	12	4	11	4	5	22	4	6	9	19	5	8	6	6	2	5	5	15	7	17
ENSG00000268550	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000268552	3	1	2	3	1	4	9	7	3	5	1	3	3	3	4	1	3	5	5	4	4	5	2	7	4	12	5	7	7	6	5	3	3	4	9	17	14	9	4	14	7	3	1	4	7	10	6	7	8	6	9	7	6	4	8	4	3	2	6	4	5	5	4	6	3	4	10	1	2	2	7	3	5	5	3	9	5	4	9	2	5	9	1	5	7	3	1	5	6	4	3	6	14	4	4	6	3	5
ENSG00000268553	2	0	0	0	2	1	3	1	0	2	0	1	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	7	0	3	0	0	4	0	10	2	5	2	4	2	7	3	5	1	3	6	11	3	6	0	2	13	7	12	1	3	13	5	17	2	0	11	9	6	3	19	18	9	11	9	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000268556	0	1	10	19	0	5	5	4	1	1	0	0	1	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	5	2	2	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	5	1	0	0	0	0	4	0	2	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	1	3	5	0	0	0	4	3	1	2	2
ENSG00000268578	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	2	4	0	4	2	8	3	3	1	1	4	5	1	1	1	1	1	2	2	1	0	2	1	1	0	1	0	4	1	1	1	4	2	5	3	1	0	2	3	3	1	1	1	1	4	4	0	2	5	6	0	0	1	6	3	4	0	7	6	2	8	0	2	0	1	1	5	1	1	1	0	0	1	2	2	2	1	1	1	1
ENSG00000268602	0	2	5	2	0	2	3	0	3	3	0	3	2	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	2	0	0	0	2	1	0	18	17	0	0	0	0	0	0	0	1	1	22	0	0	3	15	0	0	8	0	1	1	0	3	0	0	0	0	0	6	11	2	0	0	3	1	1	2	2
ENSG00000268614	6	4	6	3	5	5	5	11	4	7	4	8	9	5	8	2	15	3	8	6	1	7	2	3	3	2	4	1	4	4	5	3	6	4	8	10	15	6	17	13	8	10	7	10	14	16	14	13	12	19	17	13	12	10	8	8	7	8	11	3	8	9	5	6	9	8	16	18	6	5	13	11	12	10	9	27	16	9	17	8	12	12	4	7	5	6	5	6	6	5	7	7	9	8	8	7	8	8
ENSG00000268626	9	0	0	0	3	1	4	6	2	3	0	1	0	2	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	8	1	0	0	0	0	12	20	23	22	19	21	15	5	0	0	0	0	2	8	7	0	1	0	0	1	0	0	2	0	0	1	0	4	5	0	0	13	3	0	5	0	0	8	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000268628	3	5	12	14	3	1	3	3	4	7	1	4	8	0	4	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	3	5	1	5	4	1	0	6	4	1	8	9	7	7	10	12	13	11	3	6	9	2	5	6	3	6	8	8	11	3	6	15	15	13	3	9	15	13	10	3	7	15	16	8	11	5	6	13	1	0	0	1	1	3	6	11	2	0	5	1	6	2	1	2
ENSG00000268632	5	5	14	5	4	11	3	7	3	7	5	6	9	5	5	7	2	4	1	2	2	2	2	2	2	3	2	3	1	4	3	3	1	6	7	31	27	24	7	26	2	6	11	3	16	15	13	9	12	17	14	3	5	11	24	12	16	11	3	3	8	8	12	15	12	6	12	18	3	2	12	4	3	10	7	11	8	4	9	8	11	11	1	6	10	6	8	11	5	6	8	2	2	9	13	11	11	11
ENSG00000268635	25	8	5	0	2	28	10	1	5	13	9	11	1	14	14	13	13	0	4	3	2	2	2	2	4	2	1	3	1	3	3	1	3	0	2	3	2	3	2	4	3	2	0	4	5	8	6	6	6	7	7	4	2	4	3	3	5	5	2	3	4	3	3	3	5	0	3	4	5	1	9	5	5	2	0	2	9	4	7	2	6	2	1	2	8	1	0	2	0	0	0	1	4	2	0	2	0	0
ENSG00000268640	0	0	0	0	2	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
ENSG00000268656	2	6	5	8	3	8	6	5	7	3	2	2	18	3	2	2	4	6	5	1	1	1	2	2	1	11	5	2	2	2	1	3	2	6	1	24	24	12	1	5	1	9	15	8	11	11	6	9	12	14	6	10	20	10	14	12	6	6	9	8	5	4	9	5	2	14	17	14	5	14	19	6	9	11	22	21	8	6	14	9	5	9	6	2	1	5	5	6	9	8	7	1	12	11	14	3	9	12
ENSG00000268657	1	0	5	0	0	2	0	2	0	0	0	1	0	0	0	2	2	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	3	2	1	0	1	1	0	2	1	1	2	1	1	2	2	0	2	0	0	0	0	1	1	0	0	0	6	0	0	0	0	1	0	0	0	0	3	1	0	0	0	2	0	2	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2
ENSG00000268662	0	0	0	0	0	0	1	3	3	2	2	0	0	0	0	0	0	2	0	0	1	2	2	2	0	4	0	0	7	0	0	0	1	2	10	6	4	3	0	5	0	0	0	1	0	1	0	0	0	0	0	3	1	4	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	3	3	1	0	1	1	0	1	0	0	0	2	1	2	1	1	1	0	0	7	1	11	2	2	2	1	11
ENSG00000268674	1	1	0	0	1	3	0	0	1	2	0	1	0	0	0	1	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	3	4	1	1	6	0	4	0	0	6	0	1	0	0	0	5	1	0	1	0	1	3	2	0	0	2	0	0	0	4	0	1	0	0	0	4	5	0	2	0	5	0	0	1	2	5	0	0	0	0	1	0
ENSG00000268688	11	4	0	0	0	12	3	5	1	8	6	6	0	3	6	7	4	0	0	0	0	0	1	0	1	3	0	0	1	0	1	1	0	2	0	1	1	3	0	1	0	4	0	2	1	7	6	2	3	2	1	4	0	1	0	0	3	2	0	0	0	0	0	2	0	0	0	0	1	0	1	3	2	0	1	0	4	0	3	0	0	0	2	0	1	0	2	0	0	0	1	0	1	0	0	1	0	0
ENSG00000268702	5	7	6	6	12	5	7	9	0	5	4	7	11	7	6	6	7	5	4	7	6	4	3	5	3	4	5	5	8	5	4	4	5	9	7	10	13	9	8	10	4	8	7	4	11	13	11	11	11	14	13	4	8	7	6	4	5	6	8	5	4	4	6	4	7	8	12	14	7	4	7	7	5	5	6	15	6	3	9	7	9	5	4	5	4	5	4	8	4	5	4	9	7	5	8	6	5	7
ENSG00000268706	2	1	0	1	0	1	1	2	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	5	3	0	2	1	0	0	2	1	1	4	2	2	2	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	2	1	0	0	0	0	5	0	0	3	1	0	1	0	0	0	0	8	0	0	2	0	0
ENSG00000268708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268714	1	2	0	0	1	2	0	0	0	2	1	1	0	0	1	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	11	3	0	1	1	2	2	1	0	2	0	1	1	0	1	0	0	0	2	2	0	0	2	0	0	1	0	2	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	0	0	0	1
ENSG00000268716	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	5	7	8	2	0	0	4	1	0	6	12	2	2	5	4	4	0	1	0	11	0	0	1	0	1	6	0	9	11	0	0	0	0	5	8	0	1	0	2	0	2	0	0	0	6	17	4	0	0	0	3	0	5	1	3	0	0	0	0	0	3	0	0
ENSG00000268730	4	0	0	10	2	5	6	5	4	2	1	5	3	0	4	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	2	10	0	4	0	3	10	12	1	0	0	1	0	1	2	2	6	2	7	2	1	2	0	6	7	0	2	2	1	10	1	3	1	1	12	0	2	3	5	9	0	8	3	3	1	1	4	2	0	2	5	8	1	5	2	0	1	5	1	4	4	6
ENSG00000268735	2	0	1	4	0	3	3	0	0	3	1	4	26	2	2	5	0	1	0	0	4	0	1	1	2	5	6	1	0	4	0	0	0	1	0	6	2	11	2	5	0	0	5	0	2	1	0	0	2	0	1	0	0	0	19	4	0	1	0	0	0	0	7	2	2	1	15	8	0	5	0	0	3	0	11	2	2	0	1	0	3	0	5	1	4	0	6	0	0	2	1	0	0	3	0	3	4	2
ENSG00000268744	1	1	3	4	1	0	0	2	1	2	0	0	3	0	0	2	3	3	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	0	1	1	1	3	1	1	3	1	1	2	2	2	2	1	1	2	1	2	1	2	1	2	2	1	4	3	2	3	3	4	0	3	1	2	2	3	4	2	1	2	1	1	1	1	3	2	1	3	1	0	3	1	3	1	2	4	2	2	1
ENSG00000268750	14	26	20	9	12	21	4	11	11	13	12	14	10	7	7	12	10	6	4	5	5	3	2	5	3	5	3	3	4	4	3	3	3	7	7	12	12	10	7	10	3	5	5	8	7	7	3	4	7	8	5	13	10	8	8	10	11	15	9	7	4	16	15	5	14	7	20	8	6	3	13	10	14	6	13	20	22	4	16	5	8	11	2	7	6	2	10	7	4	5	7	4	8	5	6	9	9	5
ENSG00000268759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268781	1	0	0	0	1	0	16	5	2	1	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	16	1	10	8	0	1	0	0	0	20	1	1	3	4	4	0	1	0	0	1	4	3	0	0	0	0	0	0	0	7	3	2	2	1	4	0	0	0	1	40	0	0	1	0	0	1	0	4	0	0	0	0	1	4	0	0	9	0	0	0	0	2
ENSG00000268788	2	0	2	5	0	4	5	2	1	2	2	1	3	0	1	2	4	2	3	3	2	1	2	3	1	5	2	1	5	3	2	3	1	4	3	7	4	2	4	5	3	2	3	2	2	3	3	1	3	2	2	2	2	1	1	2	6	2	1	1	2	2	2	2	1	2	4	0	5	2	2	1	2	3	2	4	2	1	4	1	4	4	2	3	3	1	2	1	1	3	1	0	10	2	1	2	2	4
ENSG00000268790	4	2	2	2	1	6	1	4	2	2	3	2	4	1	2	1	5	3	6	4	2	4	1	6	2	5	1	4	2	4	2	1	1	3	7	11	12	3	4	15	4	7	4	3	7	10	7	5	8	9	10	4	5	4	7	2	1	3	4	5	8	4	3	3	4	7	9	6	4	2	41	2	4	3	6	17	5	16	6	3	6	4	1	3	4	4	2	3	4	5	2	3	18	2	3	1	3	5
ENSG00000268791	4	4	8	5	3	5	10	9	9	5	4	5	14	3	2	4	9	3	6	4	13	14	9	15	12	13	20	9	13	17	12	12	12	7	7	21	13	10	9	13	13	4	5	12	9	5	3	3	5	7	5	12	7	5	9	14	9	7	4	4	8	7	5	12	10	11	17	5	4	10	7	9	6	3	12	26	14	7	13	3	8	9	5	8	5	7	14	7	4	5	3	14	9	3	5	8	5	4
ENSG00000268797	14	9	12	5	10	9	3	14	11	12	5	8	16	7	8	3	21	5	8	6	10	10	11	10	7	10	8	9	8	14	11	7	12	10	10	18	28	14	21	13	15	8	25	11	11	19	13	8	12	20	14	15	12	8	16	16	14	12	12	9	12	14	10	8	11	9	24	37	19	2	20	14	14	15	16	28	17	5	15	6	14	10	8	12	7	8	6	5	6	4	9	10	15	7	12	8	12	11
ENSG00000268798	9	4	6	2	7	2	12	21	18	14	5	6	6	1	3	4	26	1	1	2	3	3	3	3	1	5	3	3	1	5	4	2	2	3	8	29	39	4	22	19	1	1	1	4	18	21	20	25	24	28	18	3	6	2	4	12	8	17	4	1	4	2	12	2	2	2	6	8	2	1	9	6	4	4	3	38	8	3	10	1	4	11	5	3	2	7	8	3	5	6	2	16	3	5	2	4	3	4
ENSG00000268800	12	7	5	8	6	13	6	5	0	13	8	11	10	6	5	8	6	3	4	5	8	7	4	8	6	9	4	8	12	8	3	4	7	4	11	9	9	5	5	15	4	8	7	6	12	7	8	9	13	14	10	5	6	6	6	4	5	8	7	6	6	4	5	4	9	7	5	7	7	3	9	9	9	4	5	9	7	5	10	4	7	4	2	11	5	2	6	5	3	7	5	9	8	5	7	6	5	11
ENSG00000268805	0	0	3	0	1	6	0	0	7	0	0	0	12	0	2	2	3	6	1	13	11	7	5	13	9	9	6	10	9	9	10	4	5	8	1	4	8	4	1	5	1	11	19	4	2	6	2	2	4	5	0	5	20	4	6	6	0	1	0	11	19	1	11	3	4	21	32	3	0	5	6	8	5	14	15	34	15	5	16	17	6	11	0	10	3	16	1	3	21	14	11	3	3	1	0	4	1	5
ENSG00000268809	0	1	9	17	0	5	5	3	0	1	0	0	1	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	12	1	5	1	8	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	1	0	0	0	0	6	0	2	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	3	1	0	2	3	3	1	2	2
ENSG00000268818	6	2	3	7	1	7	0	0	6	4	1	2	11	1	5	1	5	9	3	4	5	4	1	8	3	6	6	3	4	5	4	3	3	7	1	16	12	6	13	4	3	12	11	8	5	4	5	5	3	7	5	17	18	8	17	9	7	8	3	6	10	5	8	7	6	9	12	27	8	15	20	12	11	13	18	27	14	8	15	13	8	10	4	3	4	7	3	3	6	12	3	1	7	4	14	4	6	9
ENSG00000268821	1	0	0	12	0	0	2	2	8	9	4	1	9	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	8	3	12	13	4	0	3	0	2	0	3	5	3	7	3	9	6	5	0	2	0	0	4	0	0	1	0	2	0	0	0	0	1	2	0	1	0	0	0	0	1	0	4	0	2	0	0	0	0	1	0	0	1	3	3	3	4	5	1	2	3	4	2	2	7
ENSG00000268822	0	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	0	0	0	0	1	0	0	0	0	1	10	0	0	3	7	0	0	4	5	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268838	2	1	1	3	2	6	3	4	1	2	2	1	2	1	2	2	3	1	2	1	1	2	2	3	2	4	1	1	4	2	1	1	2	1	2	5	6	2	2	4	1	1	2	2	1	2	1	1	1	1	2	1	3	1	2	2	1	3	3	2	4	1	1	1	2	5	4	3	5	1	3	2	1	1	7	8	1	1	2	1	2	1	1	2	3	1	2	1	2	1	1	2	2	2	2	1	1	1
ENSG00000268846	2	5	3	8	5	9	10	6	9	4	4	2	7	1	1	2	3	2	1	2	6	8	1	9	5	21	5	5	16	4	2	2	3	6	8	11	11	9	3	12	4	6	2	2	6	2	2	2	11	4	6	4	3	4	1	1	1	2	4	2	2	1	2	3	3	1	1	2	3	3	3	2	2	1	2	4	4	1	3	2	1	1	3	1	3	1	4	3	2	2	1	5	9	5	1	4	1	12
ENSG00000268852	4	3	7	11	2	2	3	19	17	6	5	4	30	1	3	2	9	10	15	9	18	10	6	28	15	26	17	20	18	22	19	11	15	19	21	31	42	13	17	38	8	10	16	10	27	30	35	22	23	30	28	19	23	15	15	13	10	12	18	8	12	10	19	5	20	15	34	24	18	1	28	13	13	22	12	40	18	12	26	16	20	20	10	12	4	15	13	12	8	10	7	19	28	10	10	14	18	21
ENSG00000268856	2	2	8	1	3	5	1	1	7	2	0	1	16	0	1	4	3	6	2	3	10	10	6	12	11	8	8	9	11	11	3	4	6	8	2	6	9	4	6	5	3	5	20	3	3	4	4	2	6	7	3	6	10	1	6	4	1	2	2	7	13	2	13	3	5	11	27	3	2	5	6	11	5	11	8	21	12	6	12	11	7	5	3	11	0	13	3	5	16	12	8	2	2	4	0	4	2	8
ENSG00000268857	3	0	0	2	0	3	2	0	2	0	3	0	1	0	2	0	1	1	0	0	2	0	1	0	0	2	1	0	1	0	1	0	0	2	1	3	2	8	2	5	0	1	1	0	4	3	6	3	5	3	4	0	2	1	4	0	1	1	1	0	0	0	0	1	0	0	2	2	0	0	0	0	1	2	1	0	0	2	0	1	1	0	1	0	7	0	0	1	2	1	0	0	16	1	0	1	1	4
ENSG00000268858	21	11	8	9	10	10	6	1	8	11	7	11	8	7	12	6	19	1	12	1	3	8	3	4	1	5	5	4	2	2	5	4	7	3	13	20	22	4	12	11	8	13	4	9	7	14	11	11	8	12	12	19	8	4	14	16	10	9	4	13	14	10	10	9	11	8	20	19	7	4	22	16	12	10	14	23	13	10	14	11	10	19	4	5	6	7	4	3	4	4	6	6	15	6	4	5	5	6
ENSG00000268861	4	5	13	5	2	4	3	4	4	6	3	6	5	2	2	3	8	4	5	13	8	7	4	19	11	28	17	24	15	23	3	7	4	3	4	6	8	9	9	10	4	5	0	7	4	4	3	2	3	4	6	10	16	9	6	4	8	9	3	1	5	2	10	4	7	2	10	3	7	6	4	15	7	18	1	11	10	3	7	24	8	8	8	6	6	6	3	3	4	5	3	2	19	6	1	5	5	5
ENSG00000268863	6	5	1	5	1	7	10	8	2	6	1	2	7	1	2	2	13	2	2	1	1	4	1	3	1	1	2	1	2	1	1	1	4	3	6	34	33	7	15	19	2	8	5	3	14	11	7	6	13	17	7	7	8	5	6	1	6	5	2	7	9	5	8	3	2	2	5	8	5	6	6	4	4	5	1	23	3	7	7	4	9	6	3	1	2	4	7	2	4	3	0	6	7	2	6	2	5	8
ENSG00000268864	14	10	18	0	0	13	1	3	6	7	6	10	0	5	10	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	16	1	0	0	6	13	1	1	0	4	0	0	0	0	7	0	4	0	0	1	0	4	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0
ENSG00000268865	11	13	4	2	2	9	7	0	8	10	4	6	19	0	7	6	7	10	6	0	0	0	1	0	0	8	2	0	0	0	0	0	0	11	1	5	8	7	0	2	1	5	0	1	1	4	1	2	1	2	4	1	1	3	2	4	1	1	0	2	1	4	6	1	2	4	9	10	11	6	1	3	3	0	3	6	3	2	3	0	1	4	0	7	2	0	2	4	4	2	11	3	6	10	4	8	7	13
ENSG00000268870	3	2	3	3	2	4	1	1	1	4	1	1	3	2	0	2	2	0	2	2	2	1	1	1	2	1	2	1	2	4	2	1	1	1	1	1	1	1	0	2	0	2	4	1	1	2	1	2	1	2	1	3	1	4	2	2	2	2	2	1	2	3	1	3	2	1	3	3	2	0	3	2	3	1	2	4	2	2	2	2	2	3	1	2	2	1	2	1	1	4	1	3	1	1	0	1	3	2
ENSG00000268882	4	3	1	4	3	4	8	3	1	4	1	2	12	3	2	0	6	1	7	9	6	8	4	9	7	11	8	7	8	10	8	4	7	2	7	19	18	9	15	17	4	8	7	11	15	20	17	12	13	19	9	11	11	3	11	2	6	8	5	8	11	4	7	6	7	10	14	12	9	2	11	12	12	5	10	26	20	5	15	6	8	15	4	7	9	5	8	6	2	5	5	9	7	4	2	6	2	3
ENSG00000268885	0	0	1	2	1	3	3	2	3	6	2	5	0	1	0	1	4	1	0	0	5	2	2	0	3	1	2	2	1	3	6	2	3	1	1	3	8	3	8	7	2	0	0	4	18	23	23	17	18	18	18	5	9	0	5	2	5	2	3	2	4	3	6	0	3	4	9	1	0	4	3	8	4	13	2	30	3	4	5	4	0	0	2	0	0	3	2	2	2	2	2	4	0	5	1	0	0	5
ENSG00000268891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000268898	0	0	6	8	0	7	6	5	4	3	4	3	11	3	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	9	7	0	0	2	0	3	6	0	7	10	4	0	7	7	0	2	14	3	3	9	13	12	2	2	2	0	3	0	0	25	3	0	2	1	0	1	2	17	10	15	2	0	3	18	0	1	0	3	0	0	0	0	3	4	0	0	9	5	2	0	4	5
ENSG00000268923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000268926	10	7	8	5	3	4	2	8	4	12	0	4	13	0	4	1	7	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	3	0	0	3	0	1	2	2	4	4	2	3	4	6	3	17	16	6	9	0	7	11	1	3	5	2	12	7	4	0	17	24	2	1	1	15	16	3	3	6	26	1	17	14	2	6	0	0	0	0	3	0	1	2	1	0	0	1	0	0	2	1
