gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000268936	13	5	0	0	2	15	6	0	5	5	5	7	0	4	9	9	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	5	2	2	2	5	5	3	1	0	0	0	0	6	6	2	3	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268941	12	2	6	12	4	4	4	4	4	4	4	5	15	4	8	7	5	7	1	1	7	2	2	6	2	4	2	3	3	2	5	3	2	12	2	15	11	6	15	12	6	4	9	1	3	2	3	1	3	5	2	4	8	3	2	4	4	5	4	10	11	2	5	3	2	1	3	7	1	10	5	5	2	6	4	9	5	9	2	2	3	1	4	1	1	4	1	5	10	7	4	6	2	11	4	4	5	13
ENSG00000268942	4	4	0	0	0	7	1	0	0	3	8	3	0	4	2	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000268948	4	2	1	2	1	4	1	5	3	3	2	2	4	2	3	3	6	2	1	2	2	2	3	2	2	2	2	2	2	4	2	2	2	5	2	4	7	3	3	4	2	3	0	2	4	6	2	3	3	5	2	1	5	3	6	2	3	2	2	1	2	4	4	3	1	4	2	0	3	2	3	3	2	3	3	11	4	3	3	3	5	3	1	1	2	0	2	1	1	3	1	1	1	3	4	2	3	2
ENSG00000268950	9	2	6	1	6	9	9	11	3	6	0	3	7	2	4	1	5	4	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	4	0	24	17	9	5	2	0	0	0	8	0	0	0	4	0	0	2	18	2	4	11	2	4	10	1	4	4	14	8	6	5	3	4	1	4	4	7	15	14	0	0	6	17	3	11	1	3	0	2	12	0	6	19	12	8	9	2	1	1	1	1	10	9	9
ENSG00000268953	0	0	0	10	1	1	1	4	2	0	0	0	4	1	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	8	8	0	0	0	3	2	4	2	3
ENSG00000268955	5	8	0	0	0	4	0	0	0	5	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268960	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
ENSG00000268964	1	2	3	1	0	3	0	1	2	3	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	12	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	1	1
ENSG00000268965	8	7	15	4	0	12	0	16	10	10	4	3	21	0	10	3	19	1	9	0	6	7	5	8	3	7	6	6	5	7	4	4	5	6	10	19	17	3	4	4	8	8	0	7	16	19	29	25	16	20	31	14	8	13	6	13	5	6	5	5	5	4	8	9	8	8	26	1	3	7	12	9	8	4	14	29	13	7	16	5	16	13	3	2	0	12	2	3	5	9	3	4	17	2	10	2	8	9
ENSG00000268975	5	5	8	6	3	8	2	11	14	4	6	4	8	4	7	9	12	3	6	8	13	5	8	11	8	7	11	6	5	8	4	8	7	4	10	17	21	10	10	19	6	4	10	9	5	14	6	8	8	10	9	7	6	3	7	11	5	4	4	2	4	15	8	10	6	5	22	8	5	2	5	7	5	5	6	12	21	2	12	5	10	14	3	9	8	4	6	8	3	3	3	7	12	3	7	5	5	8
ENSG00000268977	1	0	3	1	7	2	12	5	2	2	0	0	0	2	0	6	1	0	0	3	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	3	4	1	2	4	4	1	0	1	0	1	0	1	0	0	6	7	0	0	6	0	1	1	2	0	0	0	0	0	0	0	1	0	1	1	1	3	0	0	1	3	0	1	3	0	2	0	0	0	0	0	1	0	0
ENSG00000268991	1	0	3	0	2	1	6	1	2	0	0	0	1	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	1	5	0	3	3	1	0	3	0	0	1	0	0	0	1	0	1	1	0	0	2	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	2	0	0	1	0	0	1	0	1	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0
ENSG00000268996	7	3	4	4	1	1	3	2	5	6	5	5	11	0	1	2	10	3	8	8	8	6	5	10	5	7	6	4	8	10	4	5	8	6	6	18	23	5	14	17	6	5	2	5	10	16	17	16	11	18	15	11	1	5	12	3	6	9	6	4	3	8	6	4	7	6	9	3	4	6	5	13	10	2	5	25	14	5	15	4	7	8	4	8	9	10	10	4	4	4	6	7	2	5	5	3	7	4
ENSG00000269000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269018	6	6	7	10	3	0	5	1	9	5	0	2	10	0	3	0	14	4	13	11	10	13	9	14	8	18	10	17	9	12	12	4	7	5	12	35	40	12	22	25	12	6	17	10	20	21	28	22	18	23	23	12	25	10	20	12	8	12	16	18	27	14	15	15	12	11	28	19	10	5	30	16	14	22	16	39	18	12	29	19	24	22	7	11	8	8	5	6	6	9	9	10	24	12	6	7	10	5
ENSG00000269026	3	1	1	2	1	3	1	3	3	2	1	2	2	1	2	2	7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	4	4	2	2	3	1	2	2	2	4	5	3	2	2	4	3	0	3	2	6	3	4	2	0	0	2	9	4	2	0	3	2	2	2	2	2	2	2	2	3	8	3	1	4	2	3	3	1	1	1	0	3	1	2	4	1	1	1	1	4	1	2	1
ENSG00000269027	0	2	2	2	0	1	0	0	0	0	1	0	5	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	5	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	2	4
ENSG00000269028	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269035	7	3	2	7	4	0	1	5	5	6	1	2	11	1	1	1	5	7	5	2	3	3	1	1	1	3	4	4	1	2	3	3	4	4	2	10	18	6	12	13	4	6	6	2	11	10	8	9	14	14	7	6	9	5	6	3	2	4	4	5	9	4	9	6	4	11	7	20	8	0	18	3	4	5	7	24	8	5	5	4	8	5	2	4	3	7	6	12	6	12	3	4	6	6	10	6	4	8
ENSG00000269042	1	3	0	0	1	3	3	0	2	1	4	3	1	0	1	1	0	0	1	1	24	6	6	22	4	22	6	10	13	4	2	17	4	1	2	5	5	1	0	13	2	0	1	1	0	2	0	2	0	2	4	0	2	2	1	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	1	0	0	1	1	4	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	1	1
ENSG00000269047	3	4	1	0	3	1	15	6	4	3	0	2	2	0	0	0	2	2	1	1	7	4	6	11	6	9	5	8	5	12	6	4	4	4	1	10	19	1	12	5	6	2	6	1	24	15	14	13	15	28	8	7	6	1	4	3	1	2	6	10	15	2	9	3	2	2	8	5	13	1	5	9	3	7	1	32	6	3	8	2	10	10	1	1	2	2	4	0	5	5	5	1	1	2	1	1	1	2
ENSG00000269048	1	11	5	1	3	6	0	4	0	5	2	1	6	0	3	2	2	1	0	2	1	1	2	1	1	2	2	1	2	3	2	2	2	0	0	14	6	0	0	3	0	3	0	0	16	19	18	4	21	16	2	2	0	1	7	1	0	0	0	1	4	0	4	3	1	1	10	5	0	1	5	2	2	1	4	4	5	1	5	1	3	4	0	0	1	0	0	0	2	1	0	0	0	5	0	0	2	6
ENSG00000269049	4	3	0	6	1	6	4	6	2	6	2	3	3	3	4	1	3	3	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	4	0	2	2	1	0	0	0	4	0	2	1	1	1	1	1	1	1	0	3	0	0	9	1	0	0	0	0	3	1	0	1	6	2	1	4	1	6	1	0	1	1	3	0	3	0	1	1	0	10	1	0	4	5	1	3	5	3	3	0	4	0	3	2	3
ENSG00000269058	2	1	2	1	2	3	2	3	2	3	1	1	5	2	2	1	4	1	0	2	1	2	1	2	1	1	1	1	2	2	2	2	2	4	4	12	6	4	1	8	0	3	1	6	4	5	5	4	3	4	4	3	4	1	6	3	1	2	3	3	5	2	4	1	3	4	6	5	2	1	5	4	3	3	4	9	6	3	6	2	2	1	4	4	3	2	8	3	3	2	2	4	2	3	3	2	4	3
ENSG00000269064	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269067	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000269074	3	3	1	2	4	4	13	10	8	3	1	4	5	0	0	1	3	1	1	1	4	2	2	2	1	2	1	1	1	2	1	1	2	3	2	5	8	3	2	8	1	5	2	2	10	7	5	5	16	11	6	2	2	1	1	8	1	2	3	7	8	2	5	3	1	6	3	12	3	0	13	1	1	1	6	12	1	4	4	4	3	1	1	5	2	1	8	4	1	3	1	2	4	2	1	1	2	4
ENSG00000269089	13	11	10	9	4	12	11	5	7	7	7	3	20	5	4	3	17	7	6	5	4	6	2	8	4	5	2	3	6	4	5	2	7	6	9	22	17	10	15	14	14	5	14	9	15	16	20	14	13	15	13	13	11	14	22	12	10	14	9	9	16	11	16	13	23	11	24	29	20	12	23	14	12	13	22	36	14	4	22	13	16	9	6	6	5	6	16	7	9	13	5	15	5	3	17	6	10	12
ENSG00000269093	3	4	2	5	6	8	2	7	4	3	3	4	6	2	4	2	8	4	2	3	3	4	2	3	3	2	2	2	4	2	2	3	4	4	2	9	12	2	4	3	1	2	5	3	8	12	6	4	9	7	8	3	5	4	2	6	8	9	2	2	3	2	5	5	3	2	9	3	5	2	6	3	3	5	4	3	2	1	8	1	4	5	1	1	1	1	2	1	4	3	3	10	2	2	3	1	1	5
ENSG00000269094	12	6	6	1	3	5	15	9	9	10	4	3	7	4	6	4	13	5	5	4	12	8	6	21	10	15	13	19	10	17	6	5	8	7	4	35	33	7	19	23	7	5	9	6	12	26	13	17	21	20	18	15	12	10	16	12	12	14	18	15	13	6	13	12	9	11	28	20	13	3	20	17	10	11	17	46	15	9	17	10	15	16	5	23	9	9	15	5	8	11	7	12	6	6	4	4	8	8
ENSG00000269095	15	12	20	9	6	14	6	11	13	10	10	12	9	9	15	8	29	6	4	4	2	12	2	6	4	5	5	2	5	7	3	2	9	6	7	16	14	7	13	15	2	10	11	13	10	11	8	12	11	17	9	14	7	6	13	12	11	9	12	9	9	11	9	4	12	12	25	18	15	3	15	13	13	6	13	23	14	9	16	6	10	10	7	10	8	13	8	3	3	4	10	15	2	5	1	5	6	5
ENSG00000269099	0	3	1	3	0	4	0	0	0	1	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	2	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	2	0	2	0	0	0	0	2	2	3	0	0	0	0	0	0	0	1
ENSG00000269103	8	4	7	5	9	8	4	3	4	6	4	5	4	2	4	1	13	2	1	5	4	4	3	5	4	8	3	5	3	6	5	5	4	3	7	22	23	6	15	14	2	2	4	4	5	6	9	4	6	14	10	5	9	1	5	5	4	6	7	3	3	6	3	4	2	3	7	13	5	4	11	5	4	4	6	22	5	2	7	5	6	3	2	2	1	2	1	5	2	2	2	5	7	3	3	3	4	6
ENSG00000269113	9	8	1	0	2	1	4	8	4	4	2	5	0	0	3	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	2	2	1	1	0	0	5	5	0	1	0	5	0	2	4	8	7	3	11	0	4	7	0	2	4	0	6	0	4	2	5	0	2	0	1	9	5	5	16	7	6	3	11	3	0	2	0	0	1	9	0	0	0	1	0	0	0	0	0	4	0	0
ENSG00000269117	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269120	6	9	10	5	1	11	1	0	2	12	2	8	0	1	4	3	8	3	0	0	2	0	0	7	0	9	1	5	3	2	0	0	0	6	0	4	3	3	3	4	1	10	6	3	1	4	1	1	1	1	2	0	1	1	2	11	2	2	0	1	4	3	1	3	1	1	7	13	6	0	8	2	1	1	1	5	0	5	4	2	3	1	2	0	1	0	9	1	2	6	3	0	2	1	1	3	0	3
ENSG00000269121	2	0	1	4	0	4	4	2	3	2	1	1	14	1	2	1	4	4	2	9	1	2	2	1	2	2	1	4	2	2	7	1	4	4	2	12	14	9	3	6	3	3	4	1	3	7	4	3	4	5	2	8	1	2	6	1	1	1	2	0	3	3	2	7	2	2	12	4	1	5	5	14	5	3	3	4	9	1	11	1	7	4	1	2	5	3	2	3	3	2	2	5	4	5	6	4	4	8
ENSG00000269155	0	4	5	0	1	2	4	4	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	1	0	0	0	8	0	3	0	3	0	1	0	6	0	1	6	0	11	17	3	1	3	3	4	1	0	2	8	1	12	0	0	9	7	0	2	7	14	2	4	0	0	2	0	1	0	1	3	0	0	0	0	3	0	0	0	0	0	0
ENSG00000269165	2	0	2	2	1	6	2	1	3	1	0	1	2	0	4	4	2	1	2	2	1	16	0	3	0	0	0	1	20	0	0	0	13	4	6	9	4	3	0	0	0	5	3	0	2	4	1	3	3	0	1	1	5	4	6	5	0	0	1	7	4	2	2	4	1	6	4	5	3	0	2	1	3	4	5	3	1	3	3	3	3	2	0	0	5	2	0	4	3	4	2	16	9	2	7	4	6	3
ENSG00000269169	8	8	10	8	8	6	3	10	6	11	9	10	13	4	5	1	22	3	3	3	6	8	4	12	8	4	4	4	5	10	5	2	9	8	10	32	44	7	17	17	6	8	2	10	5	5	4	6	5	6	8	12	10	1	11	9	7	7	10	2	5	6	11	4	2	3	9	9	6	2	8	5	6	4	4	27	7	3	7	5	5	12	5	5	7	6	8	4	3	1	4	9	7	4	5	2	7	7
ENSG00000269175	1	4	6	2	1	2	5	6	7	4	9	4	20	0	0	1	1	5	0	2	8	2	0	6	0	8	0	3	4	3	0	1	1	7	4	6	1	2	0	2	1	5	2	4	0	0	0	0	0	0	0	0	2	3	1	6	2	4	0	6	7	2	4	6	1	4	10	3	1	0	5	1	2	2	2	1	4	2	4	1	2	6	3	0	2	1	2	1	2	2	8	1	3	1	0	2	3	10
ENSG00000269179	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	1	0	1	0	3	0	0	2	4	5	0	1	8	6	11	0	1	2	4	6	0	6	0	3	37	6	0	0	3	1	1	0	4	8	0	1	0	0	10	0	0	0	0	0	0	2	2	0	0	6	0	0	0	0	0
ENSG00000269182	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	19	7	8	16	6	11	12	12	14	13	14	3	4	0	3	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	7	0	2	7	0	0	0	0	0	0	2	0	20	5	0	4	0	1	0	0	4	5	0	1	3	7	0	10	0	23	8	0	27	3	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000269185	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269190	3	5	4	6	3	2	1	6	6	4	3	2	4	1	2	3	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6	0	6	7	6	5	9	0	2	2	7	10	3	8	4	9	12	3	3	3	2	3	3	6	6	1	3	4	2	4	3	1	2	5	6	3	2	3	2	3	3	3	6	2	2	5	2	1	3	7	0	2	1	6	3	3	4	7	2	0	2	3	5	2	4
ENSG00000269197	7	0	0	0	0	4	2	3	0	4	4	3	0	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	4	0	1	0	0	3	0	0	0	6	8	0	4	0	5	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000269205	15	6	8	5	7	6	10	12	8	10	6	9	15	5	9	4	28	5	4	9	11	7	6	8	8	9	7	7	10	8	8	7	9	5	4	28	44	8	14	11	10	8	4	8	14	13	11	9	18	18	9	13	4	4	20	5	9	15	6	10	8	14	10	5	10	8	18	10	4	4	5	9	7	5	7	40	15	7	20	4	11	12	12	7	7	10	8	5	5	6	8	7	4	7	6	6	7	7
ENSG00000269210	2	5	11	1	0	2	0	1	6	5	2	1	2	0	0	2	3	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	3	1	1	2	10	0	6	1	1	4	1	0	2	3	6	0	1	3	1	0	1	1	0	0	0	2	2	3	1	0	0	2	15	0	2	0	1	0	1	0	1	1	0	3	0	0	0	1	0	0	1	7	1	0	1	0	0	4	0	0	0	0	0
ENSG00000269215	0	0	10	5	0	0	0	0	2	0	2	0	8	0	0	1	1	3	0	0	9	12	1	11	2	22	4	11	19	3	3	4	3	3	0	13	11	4	1	8	1	0	1	0	2	3	6	6	1	1	3	0	0	0	1	4	1	1	0	1	0	9	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	13	1	0	6	3	3	5	2	7	6	2	3	3	3	3	3
ENSG00000269223	20	14	11	7	11	8	3	2	10	14	4	10	11	3	11	7	25	1	5	1	1	7	3	4	1	3	2	3	2	2	4	3	7	1	7	12	17	0	11	8	4	15	2	14	8	15	9	16	13	19	17	23	7	2	17	21	12	13	4	12	14	13	16	8	10	17	26	28	6	4	24	22	15	10	21	39	27	8	26	12	11	26	4	3	9	5	3	1	5	5	2	5	5	3	0	1	3	1
ENSG00000269237	1	1	1	1	1	2	1	3	1	1	0	1	1	1	1	0	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	3	2	2	1	2	2	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	3	2	1	2	1	1	2	1	2	1	2	1	1	4	1	0	3	1	0	2	1	1	1	1	1	1	1	1	1	1	1
ENSG00000269242	5	3	2	0	0	7	0	7	3	2	2	4	2	1	2	3	14	1	5	3	7	5	2	4	4	4	3	5	1	5	3	3	3	3	6	11	14	2	5	9	2	2	0	1	4	5	4	9	8	7	9	2	2	4	2	2	2	4	2	2	2	1	3	3	2	2	7	5	1	2	4	2	2	2	2	17	2	2	2	3	6	3	1	3	2	1	1	2	2	3	1	5	7	2	2	3	3	3
ENSG00000269259	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	4	1	1	0	1	1	0	0	1	0	1	2	0	4	4	10	0	5	3	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	7	0	0	2	0	1	9	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269267	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0
ENSG00000269279	7	9	5	13	3	8	7	10	11	7	3	7	10	5	5	4	4	4	6	8	12	16	4	24	8	16	13	12	11	16	10	5	3	7	4	19	11	8	16	29	6	4	13	4	23	18	14	8	26	29	7	10	7	5	10	12	14	13	8	8	8	5	7	12	6	26	29	25	13	3	9	4	14	5	18	31	13	5	12	6	13	6	4	2	5	2	7	3	6	12	6	7	16	4	6	2	4	8
ENSG00000269282	3	2	6	3	5	2	2	0	2	2	0	1	2	0	0	1	2	2	2	2	4	2	2	3	2	5	2	2	3	3	2	2	5	7	3	3	2	3	2	2	2	3	3	2	5	2	6	3	5	6	2	4	3	2	2	4	3	3	2	2	3	2	2	4	1	2	4	4	2	2	3	1	2	2	2	3	2	1	2	2	2	2	4	2	2	6	3	4	2	2	1	2	1	2	0	4	2	3
ENSG00000269295	1	7	0	0	2	6	3	2	5	1	1	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	5	3	7	0	4	2	1	1	6	2	6	2	1	1	0	0	0	1	2	0	0	0	2	5	0	2	3	1	9	5	4	1	0	3	0	0	0	4	10	0	4	2	4	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	3	0	1
ENSG00000269302	5	2	3	3	3	8	1	2	3	1	2	1	5	1	2	3	2	3	2	6	5	3	3	7	4	6	4	7	10	7	6	3	2	2	4	5	2	3	2	4	3	1	4	6	4	5	4	4	4	6	2	5	1	4	7	4	4	4	3	2	3	3	8	4	3	9	7	6	4	2	4	3	6	5	8	10	11	2	9	6	7	4	1	2	1	1	2	2	1	2	1	4	1	3	3	2	3	4
ENSG00000269305	0	0	0	2	0	5	7	8	6	1	0	1	2	0	2	2	3	1	0	0	0	16	0	1	0	1	0	1	2	0	1	0	10	4	7	4	4	3	0	1	0	5	30	10	9	4	3	5	3	5	1	3	0	1	0	0	5	2	0	0	0	7	0	0	2	0	12	18	1	3	13	6	2	0	1	0	10	5	17	4	1	3	0	0	0	1	9	0	2	3	0	19	2	1	1	1	0	6
ENSG00000269308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269337	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	2	1	2	2	1	1	1	1	1	0	0	2	1	0	1	0	1	1	3	2	1	3	2	1	4	0	3	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
ENSG00000269339	11	8	7	4	2	8	7	0	6	6	4	4	7	3	5	4	11	4	5	9	8	6	2	6	6	8	6	5	8	7	5	3	3	8	4	15	11	4	6	5	5	9	11	5	12	13	8	8	12	12	10	8	5	7	6	6	4	6	9	5	5	7	5	4	4	11	16	9	8	3	9	6	3	7	10	9	10	3	10	5	5	7	2	5	3	2	4	5	4	4	4	8	5	4	7	2	6	12
ENSG00000269343	14	26	20	9	12	21	4	11	11	13	12	14	10	7	7	12	11	6	4	5	6	4	3	5	4	6	4	4	7	5	4	3	4	9	8	12	12	10	7	10	3	5	5	8	7	7	4	4	7	10	5	13	10	8	8	10	11	15	11	7	4	16	15	5	14	7	20	8	6	3	13	10	14	6	13	20	22	4	16	5	8	11	3	9	6	3	10	7	4	6	7	4	8	5	6	9	9	5
ENSG00000269358	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000269360	2	2	2	0	0	2	4	3	0	4	0	1	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	10	1	2	2	0	4	1	1	0	0	10	0	0	0	3	7	0	6	0	0	0	1	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0
